id,description,quantity,unit.name,quantity.$numberLong,releases.date,releases.id,releases.contracts.value.amount,releases.contracts.value.currency
18,RECOGEDOR 1A PLASTICO AZUL CON MANGO Cod: 8469448,11.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
19,Renamed duplicate id: 247873 TAPABOCA RECTANGULAR 17X9 C/CAUCHO X 50 Cod: 8490918,20.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
20,TAPABOCAS DESECHABLE BLANCO X50 P/POLVO Cod: 8490925,5.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
21,LIMPION WYPALL X80 INDUSTRIAL AMARILLO 35 CM Cod: 8469396,10.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
22,LIMPION WYPALL X80 INDUSTRIAL AZUL 35 CM Cod: 8469397,20.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
23,SUERO FISIOLOGICO SOLUCION SALINA X 500 ML Cod: 8503097,13.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
24,GASA ESTERIL 12 SOBRES X 2UND 7.5X7.5 Cod: 8503095,10.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
25,BAJALENGUAS GRANDE EN MADERA PAQUETE X 20 UNIDADES Cod: 900500009,20.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
26,"VENDA ELASTICA 3"" X 5 MTR Cod: 900500011",20.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
27,"MICROPORE ESPARADRAPO PIEL 1/2"" X 5 MTS Cod: 900500133",20.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
28,CURAS VENDITAS CAJA X 100 UNIDADES Cod: 8503093,2.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
29,ISODINE SOLUCION FRASCO X 120CC Cod: 8503092,16.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
30,"JERINGA 5 CC CALIBRE 21 GRS. X 1 1/2"" X UNIDAD Cod: 8503098",32.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
31,"VENDA DE ALGODON LAMINADO 6"" UNIDAD Cod: 900500577",32.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
32,VASO DOMINGO PLASTICO BASE CAFETERO BLANCO PAQUETE X 50 UNI Cod: 8469500,150.0,Unidad,,2018-02-05T00:00:00.000Z,25274,5965239,COP
33,Gravámen adicional (Gran Almacen),201242.0,Peso (COP),,2018-02-05T00:00:00.000Z,25274,5965239,COP
1,CEPILLO DENTAL PRO COMPACT,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
2,Crema Dental COLGATE Menta 75ml x3,132.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
3,PRESTOBARBA ULTRAGRIP ( 2 Hojas ) x 24,16.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
4,PAPEL HIGIENICO FAMILIA Acolchamax Mega,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
5,Mexsana Talco x 72 unidades,5.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
6,DESODORANTE YODORA BARRA FRESH 50G X 2 UND,198.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
7,Jabon PROTEX Avena 130g x 6,132.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
8,Bet n bufalo 110 GRS x12,33.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
9,Jabon Oro Azul Cubo 300gr,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
10,CANDADO X 12,33.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
11,CUADERNO 100 HOJAS,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
12,LAPICERO,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
13,JABONERA PLASTICA MQ,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
14,PORTA CEPILLO DE DIENTES MQ,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
15,PEINILLA x 144,3.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
16,CEPILLOS PARA BRILLAR CALZADO IG,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
17,CORTAU AS x 12,33.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
18,PROTECTORES AUDITIVOS IG,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
19,PA UELOS,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
20,CHANCLAS X PAR,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
21,CALCETIN COLOR BLANCO PARA DEPORTE,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
22,UNIFORMES PARA DEPORTES,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
23,MALETIN PARA UTILES DE ASEO,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
24,PARCHE DE IDENTIFICACION PERSONAL JUEGO X 4UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
25,PARCHE EJERCITO JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
26,PARCHE DE LA UNIDAD SUPERIOR Y SUBALTERNA JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
27,PARCHE FE EN LA CAUSA JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
28,BANDERA DE IDENTIFICACION JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
29,PARCHE DE IDENTIFICACION GRUPO SANGUINEO JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
30,INSIGNIA DE GRADO SOLDADOS,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
31,CINTA YO SOY DANTE JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
32,PLACAS DE IDENTIFICACI N,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
33,LIGAS PARES,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
34,BRAZALETES TACTICOS,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
35,OJOS DE GATO JUEGO X 2 UND,396.0,Unidad,,2018-02-05T00:00:00.000Z,25267,56049396,COP
1,CEPILLO DENTAL PRO COMPACT,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
2,Crema Dental COLGATE Menta 75ml x3,48.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
3,PRESTOBARBA ULTRAGRIP ( 2 Hojas ) x 24,6.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
4,PAPEL HIGIENICO FAMILIA Acolchamax Mega,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
5,Mexsana Talco x 72 unidades,2.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
6,DESODORANTE YODORA BARRA FRESH 50G X 2 UND,72.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
7,Jabon PROTEX Avena 130g x 6,48.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
8,Bet n bufalo 110 GRS x12,12.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
9,Jabon Oro Azul Cubo 300gr,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
10,CANDADO X 12,12.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
11,CUADERNO 100 HOJAS,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
12,LAPICERO,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
13,JABONERA PLASTICA MQ,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
14,PORTA CEPILLO DE DIENTES MQ,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
15,PEINILLA x 144,1.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
16,CEPILLOS PARA BRILLAR CALZADO IG,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
17,CORTAU AS x 12,12.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
18,PROTECTORES AUDITIVOS IG,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
19,PA UELOS,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
20,CHANCLAS X PAR,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
21,CALCETIN COLOR BLANCO PARA DEPORTE,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
22,UNIFORMES PARA DEPORTES,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
23,MALETIN PARA UTILES DE ASEO,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
24,PARCHE DE IDENTIFICACION PERSONAL JUEGO X 4UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
25,PARCHE EJERCITO JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
26,PARCHE DE LA UNIDAD SUPERIOR Y SUBALTERNA JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
27,PARCHE FE EN LA CAUSA JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
28,BANDERA DE IDENTIFICACION JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
29,PARCHE DE IDENTIFICACION GRUPO SANGUINEO JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
30,INSIGNIA DE GRADO SOLDADOS,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
31,CINTA YO SOY DANTE JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
32,PLACAS DE IDENTIFICACI N,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
33,LIGAS PARES,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
34,BRAZALETES TACTICOS,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
35,OJOS DE GATO JUEGO X 2 UND,144.0,Unidad,,2018-02-05T00:00:00.000Z,25270,20470176,COP
1,MARCADOR AZUL SECO RECARGABLE EDDING Cod: 8048641,60.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
2,TINTA AZUL PARA MARCADOR SECO EDDING Cod: 8048644,50.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
3,PAPEL FOTOCOPIA CARTA 75 GRS COPYPAC RESMA Cod: 8154233,80.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
4,PLUMIGRAFO NEGRO MICROPUNTA/PLUS Cod: 8000082,20.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
5,PLUMIGRAFO ROJO MICROPUNTA/PLUS Cod: 8000083,2.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
6,CARTULINA OPALINA OFICIO 180GR X 100 UND Cod: 900501152,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
7,ALMOHADILLA DACTILAR REDONDA 6CM PELIKAN Cod: 900501213,4.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
8,CAJA ARCHIVO 30 X 41 X 27.5 CMS. TAPA CON AGARRADERA Cod: 8490665,30.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
9,PAPEL FOTOCOPIA OFICIO 75 GRS COPYPAC RESMA Cod: 8183130,25.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
10,BORRADOR PARA TABLERO EN FELPA MADERA Cod: 8490753,15.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
11,"TIJERA ERGONOMICA DE 7"" Cod: 8490894",3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
12,CORTADOR GRUESO ALMA METALICA 8203 Cod: 8049013,7.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
13,CINTA AISLANTE 18 MM. X 9 MTS. NEGRA SECURITY Cod: 8136309,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
14,CINTA POLIPROPILENO 24 MM. X 40 MTS. TRANSPARENTE Cod: 8086385,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
15,CINTA ENMASCARAR 24 MM. X 40 MTS. COLBON Cod: 8103353,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
16,CINTA POLIPROPILENO 48 MM. X 100 MTS. TRANSPARENTE Cod: 8490751,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
17,CINTA ENMASCARAR 48 MM. X 40 MTS. COLBON Cod: 8490741,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
18,CINTA SENALIZACION PELIGRO ROLLO X 500 METROS Cod: 8503123,2.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
19,PEGANTE BARRA 10 GRS. PEGA STIC Cod: 900500737,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
20,LIBRO ACTAS 100 FOLIOS ECON. OFICIO Cod: 8005161,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
21,GRAPA PLASTICA BOLSA 400 UNDS Cod: 8073005,1.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
22,GANCHO LEGAJADOR PLAST X20 CORREDE COLOR Cod: 8183435,20.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
23,TACO DE MEMOS ENCOLADOS 9X9 BOND 500 H. Cod: 8013028,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
24,BANDERITAS X 4 SURTIDO 11.9 X 43.2 MM. POT-IT Cod: 8075936,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
25,NOTAS ADHESIVAS POST-IT 3.8 X 5 CM. FLUORESCENTE Cod: 8022579,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
26,PAPEL BOND BLANCO 70X100 90G Cod: 8003637,100.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
27,BLOCK ANOTACIONES CARTA RAYADO AMARILLO X 50 HOJAS Cod: 8490625,2.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
28,PAPEL CREPE SENCILLO AMARILLO CLARO UND. Cod: 8009943,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
29,PAPEL CREPE SENCILLO FUCSIA OSCURO UND. Cod: 8009953,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
30,ROTULO MULTIUSO X 360 CIRCULO DORADO #19 Cod: 900501317,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
31,COSEDORA INDUSTRIAL 190 HOJAS GENMES Cod: 8490803,1.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
32,BLOCK PAPEL IRIS CARTA CROMACOLOR 50 HOJAS Cod: 8014220,11.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
33,CARTULINA IRIS 1/8 PAQ X 20 SURTIDA Cod: 900501039,15.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
34,CAUCHO ESPUMADO FOMI 43.2X56 2MM. FUCSIA UNIDAD Cod: 8021284,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
35,CAUCHO ESPUMADO FOMI 43.2X56 2MM. MANGO UNIDAD Cod: 8082447,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
36,CAUCHO ESPUMADO FOMI 43.2X56 2MM. NARANJA UNIDAD Cod: 8082448,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
37,CAUCHO ESPUMADO FOMI 43.2X56 2MM. AZUL REY UNIDAD Cod: 8082450,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
38,CAUCHO ESPUMADO FOMI 43.2X56 2MM. VERDE NAVIDAD UNIDAD Cod: 8082451,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
39,CAUCHO ESPUMADO FOMI 43.2X56 2MM. BLANCO UNIDAD Cod: 8082456,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
40,CAUCHO ESPUMADO FOMI 43.2X56 2MM. NEGRO UNIDAD Cod: 8082457,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
41,CAUCHO ESPUMADO FOMI 43.2X56 2MM. VIOLETA UNIDAD Cod: 8085296,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
42,CAUCHO ESPUMADO FOMI 43.2X56 2MM. AMARILLO UNIDAD Cod: 8085298,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
43,CARTON PAJA BLANCO 70 X 100 CMS. Cod: 8007932,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
44,MARCADOR PERMANENTE NEGRO SHARPIE PUNTA FINA Cod: 8473138,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
45,MARCADOR PERMANENTE NEGRO PROFESIONAL TANK Cod: 900501676,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
46,MARCADOR VERDE PERMANENTE SHARPIE PUNTA FINA Cod: 900500104,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
47,MARCADOR PERMANENTE ALTO RENDIMIENTO BLISTER X 8 UNIDADES COLORES SURTIDOS Cod: 8045467,2.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
48,CARPETA OFICIO 4 ALETAS PROPALCOTE 320GR Cod: 8490674,220.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
49,CARTULINA BRISTOL AMARILLA 70 X 100 CMS. Cod: 8007934,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
50,CARTULINA BRISTOL VERDE 70 X 100 CMS. Cod: 8007938,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
51,CARTULINA BRISTOL AZUL 70 X 100 CMS. Cod: 8007935,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
52,CARTULINA BRISTOL NEGRA 70 X 100 CMS. Cod: 8019699,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
53,CARTULINA LEGAJADORA OFICIO PAQUETE X 50 PARES Cod: 8161328,1.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
54,CARTON CORRUGADO ESTAMPADO 70 X 50 CMS. Cod: 8506032,10.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
55,CARTON PAJA CREMA 1/8 420 GRS.UNIDAD Cod: 900500421,20.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
56,ADHESIVO ROLLO TRANSPARENTE 3 MTS. X 45 CMS. Cod: 8015506,4.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
57,LAPIZ NEGRO MIRADO N. 2 Cod: 8081186,27.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
58,TAJALAPIZ METALICO SENCILLO Cod: 8490912,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
59,BORRADOR NATA SUELTO PZ-20 Cod: 8490750,20.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
60,CORRECTOR BOLIGRAFO DE BOLSILLO 8 ML Cod: 8490776,5.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
61,PORTABORRADOR+BORRADOR MERLETTO COLORES Cod: 8490861,3.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
62,REPUESTO PORTABORRADOR X 2 UNIDADES Cod: 8507252,4.0,Unidad,,2018-07-11T00:00:00.000Z,29779,4176601,COP
1,S19 PC A Croissant De/Con Queso (20% de porción de queso del peso total del producto),23313.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
2,S19 PC B Croissant De/Con Queso (20% de porción de queso del peso total del producto),29465.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
3,S19 PC C Croissant De/Con Queso (20% de porción de queso del peso total del producto),15892.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
4,S19 PC HN Croissant De/Con Queso (20% de porción de queso del peso total del producto),1437.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
5,S20 PC A Croissant De/Con Queso (20% de porción de queso del peso total del producto),19809.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
6,S20 PC B Croissant De/Con Queso (20% de porción de queso del peso total del producto),25037.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
7,S20 PC C Croissant De/Con Queso (20% de porción de queso del peso total del producto),13503.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
8,S20 PC HN Croissant De/Con Queso (20% de porción de queso del peso total del producto),1220.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
9,S19 PC A Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),11121.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
10,S19 PC B Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),14517.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
11,S19 PC C Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),6465.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
12,S19 PC HN Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),576.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
13,S20 PC A Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),9450.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
14,S20 PC B Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),12334.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
15,S20 PC C Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),5493.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
16,S20 PC HN Croissant Relleno De Arequipe O Mermelada De Frutas (20% de arequipe o mermelada),489.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
17,S19 CE A Galleta Casera (Paquete mínimo dos (2) unidades),31741.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
18,S19 CE B Galleta Casera (Paquete mínimo dos (2) unidades),49518.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
19,S19 CE C Galleta Casera (Paquete mínimo dos (2) unidades),26800.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
20,S19 CE HN Galleta Casera (Paquete mínimo dos (2) unidades),2596.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
21,S20 CE A Galleta Casera (Paquete mínimo dos (2) unidades),26969.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
22,S20 CE B Galleta Casera (Paquete mínimo dos (2) unidades),42073.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
23,S20 CE C Galleta Casera (Paquete mínimo dos (2) unidades),22771.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
24,S20 CE HN Galleta Casera (Paquete mínimo dos (2) unidades),2206.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
25,S19 PC A Pastel Gloria (Bocadillo 15% del peso neto del producto).,15573.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
26,S19 PC B Pastel Gloria (Bocadillo 15% del peso neto del producto).,19284.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
27,S19 PC C Pastel Gloria (Bocadillo 15% del peso neto del producto).,10484.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
28,S19 PC HN Pastel Gloria (Bocadillo 15% del peso neto del producto).,867.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
29,S20 PC A Pastel Gloria (Bocadillo 15% del peso neto del producto).,13238.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
30,S20 PC B Pastel Gloria (Bocadillo 15% del peso neto del producto).,16387.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
31,S20 PC C Pastel Gloria (Bocadillo 15% del peso neto del producto).,8908.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
32,S20 PC HN Pastel Gloria (Bocadillo 15% del peso neto del producto).,736.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
33,S19 PC A Sánduche de Queso,19873.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
34,S19 PC B Sánduche de Queso,25507.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
35,S19 PC C Sánduche de Queso,15585.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
36,S20 PC A Sánduche de Queso,16884.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
37,S20 PC B Sánduche de Queso,21675.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
38,S20 PC C Sánduche de Queso,13241.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
39,S19 PC A Sánduche De/Con Queso Y Mermelada,17674.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
40,S19 PC B Sánduche De/Con Queso Y Mermelada,22497.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
41,S19 PC C Sánduche De/Con Queso Y Mermelada,10589.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
42,S19 PC HN Sánduche De/Con Queso Y Mermelada,1443.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
43,S20 PC A Sánduche De/Con Queso Y Mermelada,15015.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
44,S20 PC B Sánduche De/Con Queso Y Mermelada,19115.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
45,S20 PC C Sánduche De/Con Queso Y Mermelada,8999.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
46,S20 PC HN Sánduche De/Con Queso Y Mermelada,1225.0,Unidad,,2018-07-11T00:00:00.000Z,29780,345345268,COP
1,S1 PO A Chocolatina,8891.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
2,S1 PO B Chocolatina,26134.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
3,S1 PO C Chocolatina,13780.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
4,S1 PO HN Chocolatina,1235.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
5,S2 PO A Chocolatina,10164.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
6,S2 PO B Chocolatina,29867.0,Unidad,,2018-07-11T00:00:00.000Z,29783,481818944,COP
